type,amount,oldbalanceOrg,newbalanceOrig,target
OTHER,483.42,9331.96,1955.27,0
TRANSFER,3800.13,5596.24,5270.42,0
PAYMENT,202.92,3685.3,4061.22,0
OTHER,4233.14,1123.29,328.18,0
TRANSFER,2385.06,5778.6,4839.1,0
PAYMENT,3563.52,4765.51,6393.61,0
CASH_OUT,1910.21,805.25,2225.33,0
OTHER,4995.07,7059.14,5147.48,0
CASH_OUT,4209.55,5135.08,2148.98,0
PAYMENT,3357.33,9606.96,4257.35,0
CASH_OUT,1848.96,2948.49,2851.57,0
TRANSFER,1230.85,5718.84,9821.8,0
CASH_IN,1068.8,8827.12,4583.35,0
CASH_IN,1678.26,9446.21,8876.96,0
CASH_IN,446.35,2847.87,4580.0,0
OTHER,3514.91,9872.5,8160.02,0
CASH_IN,4652.14,4056.02,1520.23,0
PAYMENT,4639.04,9045.31,706.02,0
CASH_OUT,2417.65,7118.85,4376.85,0
CASH_OUT,1359.57,9615.08,514.02,0
TRANSFER,548.6,4593.13,1686.49,0
TRANSFER,1783.19,8271.9,9748.8,0
PAYMENT,4004.64,1830.04,4445.35,0
CASH_OUT,3982.91,169.02,1086.05,0
CASH_IN,4472.19,5465.62,7658.32,0
TRANSFER,4938.7,3079.1,3394.38,0
TRANSFER,1777.19,419.15,8968.6,0
CASH_OUT,4071.03,9605.25,5560.67,0
OTHER,1861.91,7634.87,3419.34,0
CASH_IN,402.75,4481.6,9780.15,0
CASH_OUT,3389.49,2827.6,3937.12,0
CASH_OUT,3414.6,6879.09,1788.7,0
OTHER,3065.89,7890.3,6261.46,1
CASH_IN,429.77,3556.0,986.99,0
PAYMENT,4000.43,7309.54,6678.75,0
PAYMENT,938.88,4538.28,3550.11,0
TRANSFER,1273.05,6461.28,5330.36,0
CASH_OUT,1334.45,9601.11,8202.24,1
CASH_OUT,2294.12,7838.68,6597.75,0
CASH_IN,1239.24,6875.93,5080.14,0
TRANSFER,260.67,8972.81,5185.83,0
CASH_OUT,4217.07,8197.22,9927.66,0
PAYMENT,3759.77,5856.32,6449.04,0
TRANSFER,2979.42,6434.95,4803.41,0
PAYMENT,2338.47,9736.77,2876.52,0
CASH_OUT,2626.14,1065.44,5374.52,0
TRANSFER,2848.14,6863.68,8966.24,0
TRANSFER,2617.56,2760.22,4576.61,0
CASH_IN,2848.68,6528.96,8031.28,0
OTHER,702.5,1387.79,722.51,0
TRANSFER,4279.91,9428.59,525.35,0
CASH_IN,4998.38,5049.36,596.57,0
CASH_OUT,2675.62,3822.22,6096.13,1
PAYMENT,2449.37,583.13,8733.77,0
PAYMENT,4143.1,6984.06,1408.91,0
CASH_OUT,4044.9,4420.06,1147.66,0
PAYMENT,1245.52,8585.16,3942.15,1
CASH_OUT,1696.8,2568.54,1689.32,0
CASH_IN,3354.3,6335.01,9095.7,0
TRANSFER,1516.38,4914.37,5731.35,0
OTHER,988.59,4593.72,2044.25,0
OTHER,4084.2,2976.25,2463.86,0
CASH_OUT,3567.71,6572.99,1619.69,0
PAYMENT,3974.59,5666.02,9680.62,0
PAYMENT,4788.49,7348.26,9498.23,0
CASH_OUT,3213.06,1238.69,1435.59,0
TRANSFER,1798.85,4441.83,9855.78,0
CASH_IN,4479.29,3369.01,7878.27,0
TRANSFER,1923.1,3146.81,1404.94,0
TRANSFER,4515.72,8165.06,2256.99,0
TRANSFER,4500.31,7401.78,8134.76,0
CASH_OUT,4661.3,42.58,8389.13,0
CASH_IN,93.54,1438.52,836.31,0
CASH_OUT,96.62,2658.97,4537.42,0
OTHER,3963.46,5018.95,9243.23,0
CASH_OUT,2824.43,4040.65,7782.84,0
TRANSFER,3269.38,3570.54,1842.44,0
CASH_IN,3495.63,2154.75,9530.07,0
CASH_OUT,4335.88,5594.11,9794.78,0
PAYMENT,4879.58,1313.01,7448.6,0
OTHER,2752.47,939.73,1575.09,0
PAYMENT,1774.95,5638.2,4007.58,0
CASH_IN,1558.19,5663.82,7930.43,0
OTHER,4519.6,4024.16,1623.1,0
PAYMENT,4463.11,6910.06,5736.37,0
CASH_IN,1924.95,8066.17,954.13,0
PAYMENT,2147.17,8229.99,6998.81,0
PAYMENT,355.93,5773.29,8803.23,0
PAYMENT,3852.7,4285.26,2863.58,0
CASH_OUT,2553.25,8651.06,8009.42,0
CASH_OUT,3589.62,2180.49,7660.77,0
OTHER,3682.53,5060.65,1564.22,0
TRANSFER,3957.87,4943.74,1836.07,0
OTHER,2389.87,567.28,9712.72,0
TRANSFER,3825.15,8219.24,9518.71,0
CASH_IN,1734.23,1381.54,3013.91,0
OTHER,3078.3,1341.37,9532.06,0
CASH_OUT,2815.81,9554.1,3984.67,0
TRANSFER,575.59,377.74,4827.71,0
OTHER,2064.26,3101.71,4684.07,0
TRANSFER,4092.64,5016.61,3269.36,1
OTHER,2262.77,5926.23,5318.99,0
PAYMENT,3339.84,1455.54,1999.17,1
CASH_IN,4097.36,4020.85,3631.56,0
CASH_IN,1744.9,8515.03,7187.61,0
CASH_IN,2798.28,7084.32,9512.52,0
TRANSFER,4713.22,283.63,3016.13,0
CASH_IN,4663.36,7787.45,3058.62,0
PAYMENT,2879.94,8711.34,1330.47,0
OTHER,777.98,7586.54,2312.22,0
OTHER,134.33,8005.96,3457.21,0
TRANSFER,4965.73,5017.11,5003.28,0
CASH_OUT,4234.88,6942.22,3466.93,0
CASH_IN,4622.32,8424.52,5459.97,0
CASH_IN,1870.52,2466.73,7764.89,1
TRANSFER,1557.07,287.6,9287.94,1
TRANSFER,1077.11,2351.05,2958.42,0
CASH_OUT,3298.23,1188.96,1317.2,0
TRANSFER,864.29,3083.3,1822.41,0
CASH_OUT,1169.05,2588.08,427.03,1
TRANSFER,2472.8,5020.88,2119.5,0
TRANSFER,3782.28,4351.29,2276.36,0
OTHER,2707.62,6129.67,3522.22,0
TRANSFER,3208.67,2892.04,8266.6,0
CASH_OUT,1540.75,8745.02,805.57,0
PAYMENT,4443.19,3192.69,6898.26,0
CASH_IN,3976.79,9835.83,8378.31,0
OTHER,804.14,3869.35,324.35,0
CASH_IN,4089.01,3656.36,6203.67,0
OTHER,1711.48,888.42,9490.19,0
PAYMENT,3283.99,3290.69,9228.93,0
CASH_IN,1638.02,3035.7,3748.86,0
CASH_OUT,1816.48,2371.37,4595.97,0
OTHER,2148.32,1401.47,6260.13,0
OTHER,4610.83,4771.05,2533.81,0
PAYMENT,1493.03,9078.38,2716.26,0
CASH_IN,4515.22,5083.77,8255.64,0
OTHER,3901.6,7711.19,3602.17,0
TRANSFER,1286.11,7862.78,9969.89,0
CASH_OUT,53.33,8824.12,9659.23,0
OTHER,3434.7,7675.68,1638.82,0
CASH_IN,1013.79,7481.61,7156.75,0
CASH_IN,1377.92,4233.27,9198.55,0
TRANSFER,2631.51,7634.27,6345.39,0
CASH_IN,4854.34,3625.6,384.94,0
OTHER,110.87,1340.75,1509.93,0
PAYMENT,664.25,1953.73,6821.77,0
CASH_OUT,2693.03,9867.8,3026.16,1
TRANSFER,2382.1,6436.54,816.35,0
OTHER,2105.64,4435.55,8896.61,0
OTHER,1187.05,1147.04,1466.41,0
PAYMENT,3127.36,3869.0,9949.07,0
TRANSFER,3831.18,814.48,3554.56,0
TRANSFER,1779.44,4701.22,7306.99,0
CASH_OUT,583.59,4691.0,4632.57,0
CASH_OUT,4686.84,3294.56,5954.27,0
CASH_IN,4381.95,1780.76,9713.79,0
TRANSFER,2892.04,4855.46,4903.22,0
PAYMENT,1781.25,7133.03,6707.9,0
OTHER,461.75,9154.43,2622.7,0
CASH_OUT,4480.04,7005.24,2253.49,0
TRANSFER,3339.43,5267.41,2557.03,1
TRANSFER,3466.31,6643.26,8647.79,1
CASH_IN,3300.06,5952.78,4763.77,0
PAYMENT,2680.35,1150.46,1579.35,0
OTHER,1558.02,5505.46,3767.22,0
TRANSFER,3340.21,3496.17,4884.95,0
PAYMENT,4992.5,8297.65,7140.55,0
OTHER,3089.48,9870.09,4156.92,0
TRANSFER,1735.73,3277.87,2528.94,0
CASH_OUT,775.07,6054.68,5858.63,1
OTHER,4193.42,3902.41,7558.16,0
PAYMENT,2451.9,7864.43,2140.29,0
TRANSFER,2436.65,9065.76,8398.12,1
OTHER,4148.45,5377.24,2895.24,0
OTHER,4376.06,8737.77,7776.05,0
CASH_OUT,2096.43,1497.67,4187.23,0
TRANSFER,3035.3,8621.15,1312.85,0
CASH_OUT,2768.08,1903.97,9977.03,0
CASH_IN,2474.86,3678.62,5404.89,0
PAYMENT,1303.42,4806.44,3026.66,0
CASH_OUT,4607.17,5257.57,2622.33,0
CASH_IN,4785.6,7902.43,1754.48,0
CASH_IN,3319.96,8083.12,9407.88,0
OTHER,3384.71,1723.88,1342.16,0
CASH_IN,1537.28,1305.29,231.53,0
CASH_OUT,2618.35,8151.1,8552.99,0
OTHER,4079.54,9774.03,4240.0,0
TRANSFER,2161.68,1749.72,1115.25,0
OTHER,29.13,2322.55,8701.24,1
PAYMENT,3721.98,2818.17,7671.19,0
CASH_IN,1871.65,1355.59,2805.05,0
TRANSFER,255.61,1090.17,2579.55,0
CASH_IN,4744.88,188.71,580.81,0
CASH_IN,2397.57,2292.42,5584.83,0
CASH_OUT,824.74,2147.44,602.02,0
TRANSFER,1991.99,2613.98,2051.09,0
PAYMENT,4682.39,381.14,1607.96,0
OTHER,2259.13,8861.69,8380.49,0
PAYMENT,398.78,8426.75,5225.01,0
CASH_OUT,2129.1,2205.91,3053.8,0
TRANSFER,680.12,4949.12,9040.88,0
CASH_OUT,2476.27,4985.58,2217.51,0
CASH_OUT,3932.03,3750.54,7781.03,0
CASH_OUT,2031.76,9133.77,1165.0,0
CASH_OUT,2804.3,231.43,3155.89,0
PAYMENT,2444.53,8296.2,7849.19,0
CASH_OUT,499.38,2577.7,177.21,0
OTHER,2040.23,1727.81,2209.87,0
CASH_IN,445.53,2303.03,5099.18,0
OTHER,1652.86,8656.73,606.8,0
OTHER,3948.87,2819.23,600.52,0
PAYMENT,3084.06,6199.84,6709.13,0
TRANSFER,3654.96,2141.14,1713.25,0
CASH_IN,4017.41,4868.49,1801.09,0
PAYMENT,830.46,2193.83,9231.44,0
CASH_OUT,3917.19,1486.54,7507.59,1
PAYMENT,3052.49,6943.0,2672.5,0
CASH_OUT,2970.42,665.0,4633.55,0
TRANSFER,938.37,5135.86,1000.98,0
TRANSFER,1285.91,8172.61,823.67,0
CASH_IN,3942.69,7341.1,3643.92,0
CASH_IN,4067.35,883.68,1811.76,0
PAYMENT,2204.66,6399.42,1560.81,1
PAYMENT,388.9,768.44,5197.03,0
PAYMENT,4888.22,3441.56,7044.4,0
CASH_IN,60.56,9019.73,4839.28,0
PAYMENT,2522.19,6809.81,1914.61,0
PAYMENT,3509.6,9370.85,9629.16,0
CASH_OUT,3764.16,8515.96,3661.25,0
TRANSFER,4647.89,5189.99,7837.87,0
OTHER,3982.31,6525.48,967.24,1
TRANSFER,1990.95,3359.27,7087.17,0
PAYMENT,164.83,8294.35,1333.06,0
OTHER,75.82,4268.29,2288.28,0
CASH_OUT,4724.97,4600.21,1698.41,0
TRANSFER,4956.97,740.51,7423.34,0
OTHER,4488.35,6268.64,8015.18,0
CASH_OUT,4016.74,6399.42,2204.31,0
OTHER,2174.16,6267.76,1630.33,0
PAYMENT,226.33,7675.11,5318.37,0
PAYMENT,690.51,5171.88,3449.04,0
CASH_OUT,4243.97,582.63,1002.25,0
CASH_IN,2479.39,389.29,7197.53,0
OTHER,4324.65,8947.39,6014.6,0
CASH_IN,2879.77,7665.37,8823.75,0
OTHER,4643.16,6623.6,5676.42,0
TRANSFER,3177.7,7521.15,2737.2,0
OTHER,1581.32,7828.04,5525.82,1
PAYMENT,2696.96,8815.51,608.7,0
OTHER,1971.05,3854.94,303.28,0
CASH_IN,911.67,533.24,6243.39,1
PAYMENT,1517.0,4487.19,7732.55,0
OTHER,4494.6,4123.98,8241.61,0
PAYMENT,4889.46,4815.32,5357.72,0
OTHER,848.63,3846.16,2467.97,0
PAYMENT,3138.18,1291.82,8338.69,0
TRANSFER,4368.84,2179.96,3765.17,0
TRANSFER,4749.45,1457.31,6419.05,0
CASH_IN,85.44,5252.12,2317.09,1
PAYMENT,369.21,1759.86,646.94,0
OTHER,2901.98,7196.17,6698.53,0
TRANSFER,4937.98,5677.94,7660.24,0
CASH_OUT,1021.55,6609.5,5987.7,0
PAYMENT,3013.33,8754.75,7039.16,0
TRANSFER,960.62,7277.75,9445.46,0
OTHER,4369.49,4329.95,7033.57,0
CASH_OUT,3754.15,3502.62,2257.8,0
CASH_OUT,802.94,4653.57,2971.87,1
CASH_OUT,2394.52,9026.08,1300.62,0
PAYMENT,2462.71,2596.46,6676.64,0
CASH_IN,4716.33,16.55,4734.25,0
OTHER,1497.87,7586.95,5131.08,1
CASH_OUT,3461.04,2650.56,8785.75,0
TRANSFER,1693.68,4286.48,4918.47,0
CASH_IN,4621.29,1304.16,8164.66,0
CASH_OUT,2105.34,2448.71,2010.94,0
PAYMENT,734.12,4985.25,4556.57,0
PAYMENT,3195.45,330.26,3337.29,0
PAYMENT,4461.99,1357.22,3581.17,0
CASH_IN,4228.86,5856.42,3267.58,0
CASH_IN,1397.8,8578.04,4320.22,0
OTHER,2531.24,8519.62,2297.34,0
CASH_OUT,3718.5,6784.14,2571.72,0
CASH_OUT,793.18,6886.79,3875.73,1
PAYMENT,3672.27,1296.77,6728.54,0
OTHER,1185.64,4184.7,8264.23,0
TRANSFER,376.8,4391.36,2496.95,0
CASH_IN,3398.19,802.06,326.54,0
OTHER,1741.07,3203.7,9952.35,0
CASH_OUT,1210.4,6860.19,2834.17,0
OTHER,1983.81,1959.64,4359.26,0
OTHER,3440.12,3240.84,4845.4,0
PAYMENT,4124.9,6047.96,5403.35,0
TRANSFER,3671.15,6895.59,6933.61,1
CASH_OUT,1011.77,2893.62,4548.95,0
CASH_IN,1497.64,2656.29,8503.33,0
CASH_OUT,1527.7,893.35,258.7,0
TRANSFER,1173.82,6772.24,8003.63,0
TRANSFER,1419.0,6040.09,5730.14,0
TRANSFER,3934.2,6620.22,3946.77,0
CASH_OUT,4647.95,7262.73,5238.02,0
CASH_IN,3168.52,983.37,87.48,0
CASH_IN,2256.5,7383.96,9854.6,0
CASH_IN,1428.6,224.61,8707.17,0
CASH_OUT,1359.82,9118.1,8889.42,1
OTHER,1440.24,1437.21,4191.66,0
CASH_OUT,2882.05,6779.06,7721.67,0
CASH_IN,2129.84,2388.09,7678.41,0
PAYMENT,4751.16,5370.04,7338.38,0
PAYMENT,3348.33,1213.23,6204.48,0
TRANSFER,528.55,3436.45,8955.54,1
TRANSFER,4925.55,7317.13,494.47,0
OTHER,4873.66,1834.47,9991.64,0
OTHER,2709.84,9654.64,735.2,0
CASH_IN,405.82,9563.65,8989.38,0
TRANSFER,2511.03,5343.65,627.86,0
CASH_OUT,1737.6,4521.19,8427.64,0
PAYMENT,1188.57,8976.96,1184.0,0
CASH_IN,2756.4,9936.57,408.95,1
TRANSFER,441.3,2272.08,9978.14,0
CASH_IN,3012.98,9896.42,4377.26,0
TRANSFER,1970.26,6910.47,6885.58,0
OTHER,494.95,4732.64,7428.67,0
CASH_OUT,3283.37,8726.41,3314.3,0
CASH_OUT,1220.56,4000.87,9757.58,0
CASH_OUT,2497.78,4304.64,7552.05,0
CASH_IN,2652.81,5057.19,1405.84,0
CASH_OUT,4159.78,728.44,5719.94,0
PAYMENT,1487.37,3757.52,8395.16,0
OTHER,2182.3,9266.04,5118.03,0
CASH_IN,4793.1,9680.01,9743.29,1
CASH_OUT,3425.19,9706.18,4473.66,0
OTHER,1436.09,7393.29,8301.66,0
OTHER,3890.75,3549.24,9528.36,0
CASH_OUT,2178.9,2955.64,1183.15,1
TRANSFER,3164.59,764.75,3802.43,0
PAYMENT,3061.36,9885.81,4581.01,0
CASH_IN,4410.46,2916.58,576.54,0
CASH_OUT,1037.96,3827.96,292.31,0
CASH_IN,4161.11,7962.97,1130.25,1
CASH_OUT,39.18,773.72,5402.75,0
PAYMENT,146.19,2664.29,6730.74,0
PAYMENT,2724.03,1178.02,2298.95,0
OTHER,3050.77,2608.03,7583.58,0
OTHER,4759.95,9409.19,5541.81,0
CASH_IN,1757.41,442.73,8327.93,0
OTHER,3481.65,5511.75,1413.42,0
CASH_OUT,3569.47,8537.38,2020.29,0
OTHER,4257.94,7088.39,2868.39,0
CASH_IN,1378.45,8693.47,9532.32,0
CASH_OUT,669.05,9155.78,9411.19,0
CASH_OUT,2837.35,665.38,2979.11,0
OTHER,218.93,2102.15,6123.67,0
OTHER,4996.84,4315.94,3503.4,0
CASH_OUT,1176.18,3521.53,2793.52,0
PAYMENT,4859.14,2386.51,7566.65,0
PAYMENT,3700.72,1426.72,2964.12,0
TRANSFER,1933.51,3050.62,5823.83,0
CASH_IN,68.99,8360.92,5181.18,0
OTHER,1640.67,4052.22,2319.1,0
CASH_OUT,677.54,3584.24,5270.81,0
CASH_OUT,4576.7,179.72,4218.32,0
CASH_IN,4257.76,9433.45,7295.66,0
PAYMENT,2192.62,6032.12,8818.43,0
TRANSFER,2999.28,9382.1,242.47,0
CASH_OUT,3949.49,147.4,58.58,0
CASH_IN,2564.32,6626.82,2274.66,0
PAYMENT,661.72,1482.51,7768.41,0
CASH_OUT,2496.43,9943.37,7838.57,0
CASH_OUT,3575.19,4032.21,1849.87,0
CASH_OUT,4053.29,8690.3,3872.02,0
TRANSFER,812.39,7814.24,3852.78,0
PAYMENT,2355.79,448.58,142.39,0
CASH_IN,1011.97,2190.51,7391.47,0
PAYMENT,945.21,3194.9,3314.94,0
CASH_IN,2293.0,8592.03,5721.89,0
OTHER,2823.07,3412.23,8895.66,0
OTHER,2319.94,3357.97,872.52,0
CASH_OUT,1392.48,3224.41,1559.06,0
CASH_OUT,3516.89,2406.51,738.49,0
CASH_IN,15.4,6032.77,5352.73,1
TRANSFER,2764.69,4332.88,2290.51,0
CASH_OUT,2838.91,3239.67,732.34,0
CASH_OUT,1849.8,7967.65,9689.61,0
CASH_OUT,1296.26,1795.48,1134.73,0
CASH_OUT,521.24,3986.65,4787.28,0
CASH_OUT,1337.49,4911.36,8262.87,0
TRANSFER,4888.47,21.98,6951.92,0
PAYMENT,4313.63,1625.04,8426.22,0
OTHER,1914.52,7169.91,2612.53,0
CASH_IN,1151.38,2852.49,9538.56,0
PAYMENT,1574.89,3711.64,5555.62,0
PAYMENT,656.36,2288.74,7792.86,0
CASH_OUT,696.57,9220.08,6101.01,0
CASH_IN,2352.48,1774.12,7213.48,0
CASH_OUT,2434.16,8795.84,2948.04,0
TRANSFER,3578.82,2682.64,1539.42,1
CASH_IN,4314.87,1266.26,8843.59,0
CASH_IN,2056.71,9817.35,9989.76,0
TRANSFER,455.12,2922.02,443.18,0
OTHER,1587.95,2292.26,6262.36,0
OTHER,873.24,6500.06,573.29,0
CASH_OUT,55.38,8772.74,214.08,0
OTHER,3083.58,4107.41,4990.93,0
CASH_IN,4214.77,165.48,4781.36,0
PAYMENT,2872.91,5430.09,5656.26,0
OTHER,968.85,6598.71,163.93,0
PAYMENT,897.18,6144.37,8669.04,0
TRANSFER,259.15,8970.65,8758.35,0
TRANSFER,1824.48,312.81,715.82,0
PAYMENT,272.83,8064.13,1011.01,0
CASH_IN,3217.77,4721.73,7799.84,0
PAYMENT,443.0,1545.54,9020.1,0
TRANSFER,4957.57,1469.64,5778.27,0
CASH_IN,1596.61,2002.25,5472.99,0
CASH_IN,4248.4,4856.22,1831.44,0
CASH_OUT,2107.33,1073.01,4553.06,0
CASH_IN,3170.47,6385.27,4460.15,0
OTHER,2228.84,1244.68,4384.44,0
PAYMENT,4246.93,8572.93,9659.23,0
TRANSFER,3940.99,8238.2,4167.59,0
CASH_IN,2933.39,8649.09,7645.79,0
PAYMENT,1497.74,8082.1,5447.11,0
TRANSFER,4206.8,7769.29,5231.82,0
OTHER,1920.08,7311.72,3741.23,0
OTHER,3220.15,1282.33,4529.05,1
CASH_OUT,3520.62,1247.21,892.83,1
CASH_OUT,2945.43,9592.29,7456.54,0
OTHER,1816.45,6077.92,4594.04,0
OTHER,204.99,1137.17,6454.92,0
TRANSFER,2692.57,7657.94,2590.13,1
CASH_OUT,4518.34,125.41,9588.63,0
PAYMENT,1265.8,221.63,8725.19,0
CASH_OUT,719.33,1961.56,2268.33,0
CASH_OUT,4432.57,1686.52,8426.73,0
CASH_IN,2414.52,7758.87,208.19,0
PAYMENT,892.26,9161.44,2672.97,0
CASH_IN,4309.69,6802.23,9506.72,0
TRANSFER,4288.2,3888.68,7464.92,0
CASH_OUT,978.34,6498.62,6778.84,0
PAYMENT,2033.64,7308.02,6378.81,0
PAYMENT,155.36,8256.87,8562.06,0
CASH_OUT,4266.48,7995.24,8307.81,0
OTHER,2779.89,8022.97,4914.68,0
OTHER,3994.05,7003.8,9785.9,0
CASH_IN,3496.65,7382.29,8404.53,0
CASH_IN,4049.51,7954.14,4750.07,0
OTHER,3494.36,5708.61,7586.27,0
TRANSFER,4832.15,7390.66,6164.42,0
CASH_IN,3087.74,3039.96,4349.55,0
OTHER,456.72,3162.95,8359.35,1
TRANSFER,3456.02,8667.26,4749.11,1
PAYMENT,4319.1,8012.56,7998.09,0
CASH_IN,1673.25,5639.02,4706.4,0
CASH_IN,638.38,7712.74,3732.57,0
OTHER,3901.63,9631.35,3812.67,0
PAYMENT,4333.09,3765.04,5089.97,0
CASH_OUT,1687.12,3740.61,9145.96,1
CASH_OUT,2600.77,1432.97,8388.29,0
OTHER,4598.12,5261.48,6488.43,0
OTHER,1180.45,5309.96,9612.33,1
PAYMENT,1565.33,3824.02,5190.06,0
CASH_OUT,3695.91,8642.51,9742.53,0
OTHER,1175.57,149.85,3985.89,0
OTHER,4207.07,3233.0,1554.98,0
PAYMENT,857.82,1015.04,251.65,0
TRANSFER,2019.26,4895.92,3905.5,0
CASH_OUT,1028.44,9714.88,2910.82,0
OTHER,3897.98,8300.0,9338.69,1
CASH_IN,509.01,8013.69,2414.78,0
CASH_OUT,4364.81,1059.31,8386.22,0
TRANSFER,62.94,5350.61,2626.54,0
CASH_IN,2033.97,6722.77,9375.25,0
CASH_IN,697.96,4441.21,1288.65,0
TRANSFER,4957.25,1817.44,288.3,0
PAYMENT,568.46,590.72,1399.46,1
PAYMENT,2772.17,6826.49,7084.91,1
CASH_OUT,711.73,2629.46,8422.26,0
CASH_IN,1144.86,2745.43,4920.35,0
PAYMENT,1116.34,2167.75,8061.76,1
TRANSFER,2553.32,471.16,9916.39,1
CASH_IN,3826.15,2623.75,2348.77,0
OTHER,3681.34,3758.23,1264.43,0
TRANSFER,168.62,594.95,5901.8,0
PAYMENT,1998.49,3059.59,9276.35,0
CASH_IN,454.9,1273.38,9844.12,0
CASH_OUT,4121.58,4793.46,7333.77,0
PAYMENT,3516.36,586.48,1464.29,0
PAYMENT,455.49,6971.57,8093.24,0
OTHER,1799.47,6950.53,1066.02,0
TRANSFER,644.69,3611.8,4759.24,0
CASH_IN,3773.1,8588.17,1204.77,0
TRANSFER,1394.15,4603.9,9927.05,0
PAYMENT,88.67,7443.46,3533.05,0
CASH_OUT,1160.59,7490.94,8493.42,1
OTHER,3140.12,6104.85,5155.91,0
CASH_IN,1162.98,2384.15,374.98,0
CASH_IN,1836.06,2024.11,3382.58,0
CASH_IN,3593.74,2135.83,8118.39,1
CASH_IN,780.09,9137.54,5872.76,0
CASH_IN,4495.81,4341.03,7903.86,0
PAYMENT,3547.22,6927.11,8193.07,0
CASH_IN,1287.67,2729.74,3153.1,0
CASH_OUT,2069.21,8731.86,8270.06,0
PAYMENT,4288.46,2571.87,8583.86,0
OTHER,3723.55,7335.94,7416.31,0
CASH_OUT,2051.81,7666.34,2971.04,0
PAYMENT,1827.26,9328.06,8374.74,0
OTHER,2763.74,4929.15,9531.57,0
OTHER,4040.19,8745.7,2940.09,1
OTHER,1655.41,2257.98,2275.34,0
TRANSFER,4371.58,9964.49,4391.88,0
TRANSFER,3150.64,6535.91,3331.32,0
OTHER,551.95,9724.9,4136.15,0
TRANSFER,1247.89,7557.56,6669.18,0
OTHER,3991.51,5156.67,6805.08,0
CASH_OUT,3431.19,100.86,6839.22,0
PAYMENT,3001.67,4495.33,1948.51,0
OTHER,4962.46,1170.22,5562.23,0
CASH_OUT,2059.67,2144.77,7451.86,0
CASH_OUT,783.8,6023.77,1828.6,0
OTHER,1494.05,7555.36,6137.37,1
OTHER,909.87,5131.16,4283.93,1
CASH_IN,3103.8,754.15,2183.19,0
OTHER,3095.2,1865.19,5123.88,0
OTHER,3756.76,1677.64,9373.21,0
PAYMENT,4115.98,8884.53,1758.15,1
CASH_IN,2588.38,8143.64,4329.79,0
CASH_IN,850.29,5090.58,3839.04,0
CASH_OUT,3975.18,1340.43,7068.8,0
OTHER,2714.35,277.0,8678.46,0
OTHER,4886.48,2648.63,8177.96,0
CASH_IN,901.08,4952.06,1260.33,0
CASH_OUT,4397.59,3714.64,2741.58,0
TRANSFER,3772.73,1559.46,9551.96,0
PAYMENT,448.36,8831.38,4628.55,0
PAYMENT,3817.75,9709.87,5967.04,0
CASH_OUT,196.09,7671.53,2689.12,0
CASH_IN,1310.49,3844.99,1915.25,0
CASH_OUT,3195.62,4807.8,9400.48,0
TRANSFER,1700.42,8622.3,1156.48,0
CASH_IN,4002.63,9300.84,6129.97,0
TRANSFER,1104.59,4800.37,126.7,0
TRANSFER,2110.62,9216.71,2099.84,0
CASH_OUT,4145.65,4764.66,1910.07,1
PAYMENT,4083.85,7174.9,8296.44,1
CASH_OUT,4310.37,6371.9,3480.63,0
PAYMENT,415.54,5454.2,8308.79,0
TRANSFER,288.31,3981.62,3072.53,0
PAYMENT,2635.27,8831.7,1922.14,1
PAYMENT,3803.46,2868.37,6801.97,0
TRANSFER,1754.92,1930.34,4982.24,0
CASH_OUT,1818.72,4644.06,867.88,1
TRANSFER,1863.23,5706.56,1218.83,0
PAYMENT,144.32,3124.85,8627.43,0
PAYMENT,1915.53,1301.93,9745.57,0
OTHER,3904.33,6914.89,3799.04,1
CASH_IN,1445.41,4743.82,4574.63,1
CASH_IN,3032.6,9194.69,846.72,1
CASH_OUT,1889.61,2898.32,5723.32,0
PAYMENT,613.62,131.08,596.67,1
OTHER,4751.3,6877.86,8949.81,0
OTHER,3206.95,9986.6,3968.98,0
PAYMENT,2743.81,179.22,366.35,1
OTHER,1096.45,9761.48,2936.18,0
TRANSFER,49.24,605.91,5888.3,0
PAYMENT,4102.21,5437.21,3622.79,0
TRANSFER,3777.0,2554.1,100.6,0
CASH_OUT,148.97,7749.52,9768.89,0
TRANSFER,4537.35,4603.82,1790.79,0
OTHER,4290.45,5593.56,996.79,0
CASH_OUT,2421.5,1329.54,6027.64,0
CASH_IN,1708.64,9230.56,601.08,0
TRANSFER,3241.39,3589.62,3012.28,0
CASH_IN,658.82,2366.15,7866.73,0
CASH_IN,3345.01,4880.38,4090.36,0
PAYMENT,2230.77,4339.12,1.66,0
OTHER,2152.82,993.29,485.01,0
PAYMENT,2183.64,8234.67,2550.49,0
TRANSFER,237.87,1295.79,90.13,0
PAYMENT,3092.1,3893.71,141.66,0
CASH_IN,1778.09,5646.82,3043.84,0
OTHER,2579.45,7696.94,4808.11,0
OTHER,3327.8,2024.14,8079.12,0
CASH_OUT,1766.12,4132.97,2619.74,1
CASH_OUT,712.5,328.89,9471.63,0
CASH_OUT,309.76,2513.09,525.43,0
CASH_IN,1449.52,5915.2,8179.93,0
CASH_OUT,117.86,3489.93,3658.85,0
CASH_IN,1344.89,4694.84,2414.52,0
OTHER,2023.88,1800.69,7854.3,0
PAYMENT,2835.82,3956.43,1696.32,0
TRANSFER,4707.9,4810.52,6381.03,0
CASH_IN,4259.96,4741.67,8182.93,0
PAYMENT,1972.35,4555.1,9515.35,0
